,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Income_Category,Employment_Status
596,5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13494.0,1,0,0,0,Sales staff,2,0,36.0,Medium,1
597,5026178,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19171.0,1,1,0,0,Laborers,2,0,52.0,Medium,1
598,5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,-11723.0,1,0,1,0,Others,4,0,32.0,Medium,1
599,5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-11616.0,1,1,1,1,High skill tech staff,2,0,31.0,Medium,1
600,5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11627.0,1,0,0,0,Others,3,0,31.0,Medium,1
601,5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14716.0,1,0,0,0,Sales staff,1,0,40.0,Medium,1
602,5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,-8947.0,1,1,0,0,Laborers,1,0,24.0,Medium,1
603,5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11729.0,1,0,0,0,Laborers,3,0,32.0,Medium,1
604,5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15994.0,1,0,1,0,Sales staff,1,0,43.0,Medium,1
605,5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456.0,1,0,0,0,Drivers,4,0,36.0,Medium,1
606,5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-19532.0,1,0,0,0,Laborers,2,0,53.0,Medium,1
607,5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22861.0,1,0,1,0,Others,2,0,62.0,Medium,0
608,5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,-20195.0,1,0,0,0,Others,2,0,55.0,Medium,0
609,5023177,F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17738.0,1,1,1,0,Laborers,3,0,48.0,Medium,1
610,5021967,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11720.0,1,0,0,0,Sales staff,3,0,32.0,Medium,1
611,5135530,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21014.0,1,0,0,0,Others,2,0,57.0,Low,0
612,5146534,F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-15151.0,1,0,0,0,Core staff,3,0,41.0,Low,1
613,5126101,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21042.0,1,0,1,0,Others,2,0,57.0,Medium,0
614,5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922.0,1,0,0,0,Core staff,1,0,35.0,Medium,1
615,5100394,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12287.0,1,0,0,0,Core staff,3,0,33.0,Medium,1
616,5079035,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,-22569.0,1,0,0,0,Others,2,0,61.0,Medium,0
617,5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,-11178.0,1,0,0,0,Drivers,3,0,30.0,Medium,1
618,5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-12262.0,1,0,0,1,Managers,2,0,33.0,Medium,1
619,5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10217.0,1,1,0,0,Accountants,3,0,27.0,Low,1
620,5028781,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15836.0,1,0,0,0,Others,2,0,43.0,Medium,1
621,5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,-13058.0,1,0,1,0,Others,3,0,35.0,Medium,1
622,5023724,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261.0,1,0,1,0,Laborers,3,0,28.0,Medium,1
623,5116369,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19511.0,1,0,0,0,Drivers,2,0,53.0,Medium,1
624,5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283.0,1,0,0,0,Accountants,4,0,36.0,Medium,1
625,5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444.0,1,0,0,1,Others,4,0,42.0,Medium,1
627,5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17420.0,1,0,0,0,Others,2,0,47.0,Low,1
628,5068470,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15150.0,1,0,0,0,Medicine staff,3,0,41.0,Medium,1
629,5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-22340.0,1,0,0,0,Others,2,0,61.0,Medium,0
630,5095930,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20592.0,1,0,1,0,Others,2,0,56.0,Low,0
631,5090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-15887.0,1,1,1,0,Laborers,2,0,43.0,Low,1
632,5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10288.0,1,1,1,0,Managers,3,0,28.0,Medium,1
633,5092239,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-20754.0,1,0,0,0,Others,2,0,56.0,Medium,1
634,5105560,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16817.0,1,0,0,1,Sales staff,2,0,46.0,Medium,1
635,5099914,F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10020.0,1,1,1,0,Sales staff,4,0,27.0,Medium,1
636,5053032,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20755.0,1,0,0,0,Others,2,0,56.0,Medium,0
637,5150038,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-12784.0,1,0,0,0,Drivers,1,0,35.0,Medium,1
638,5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12075.0,1,0,1,0,High skill tech staff,1,0,33.0,Medium,1
639,5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9874.0,1,0,1,0,Laborers,1,0,27.0,Low,1
640,5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,-13046.0,1,0,0,0,Others,3,0,35.0,Medium,1
641,5096670,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21440.0,1,0,1,0,Others,1,0,58.0,Low,0
642,5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378.0,1,0,1,0,Drivers,3,0,31.0,Medium,1
643,5065342,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22481.0,1,0,1,0,Others,2,0,61.0,Medium,0
644,5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461.0,1,0,0,0,Sales staff,1,0,47.0,Medium,1
645,5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-11716.0,1,0,0,0,Managers,4,0,32.0,Medium,1
646,5135460,F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13014.0,1,0,0,0,Others,5,0,35.0,Low,0
647,5009319,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140.0,1,0,1,1,Others,2,0,55.0,Medium,0
648,5091006,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17211.0,1,0,0,0,Laborers,2,0,47.0,Medium,1
649,5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488.0,1,0,0,0,High skill tech staff,1,0,25.0,Medium,1
650,5117202,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13530.0,1,0,0,0,Sales staff,1,0,37.0,Medium,1
651,5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-13198.0,1,0,0,0,Core staff,3,0,36.0,Medium,1
652,5009472,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19702.0,1,1,1,0,Others,2,0,53.0,Medium,1
653,5135378,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082.0,1,0,0,0,Sales staff,2,0,55.0,Medium,1
654,5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10380.0,1,0,0,0,Laborers,4,0,28.0,Medium,1
655,5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9926.0,1,0,0,0,Drivers,1,0,27.0,Medium,1
656,5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,-11978.0,1,1,0,0,Core staff,1,0,32.0,Medium,1
657,5008865,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15761.0,1,0,0,0,Laborers,4,0,43.0,Medium,1
658,5116640,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15804.0,1,0,0,1,Others,3,0,43.0,Medium,1
659,5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10796.0,1,1,0,0,Laborers,4,0,29.0,Medium,1
660,5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737.0,1,0,0,0,Others,1,0,43.0,Medium,1
661,5042296,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207.0,1,1,1,0,Drivers,3,0,41.0,Medium,1
662,5010185,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797.0,1,0,1,0,Laborers,2,0,46.0,Medium,1
663,5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10791.0,1,0,0,0,Managers,2,0,29.0,Medium,1
664,5113006,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19584.0,1,0,0,0,Laborers,3,0,53.0,Medium,1
665,5026368,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13682.0,1,1,1,0,Others,3,0,37.0,Medium,1
666,5095905,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15429.0,1,0,0,0,Core staff,1,0,42.0,Medium,1
667,5113440,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18617.0,1,0,0,0,Cooking staff,1,0,51.0,Medium,1
668,5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14783.0,1,0,0,0,Core staff,2,0,40.0,Medium,1
669,5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-15621.0,1,0,0,0,Sales staff,4,0,42.0,Medium,1
670,5118026,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13630.0,1,0,1,0,High skill tech staff,2,0,37.0,Medium,1
671,5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14762.0,1,0,1,0,Managers,2,0,40.0,Medium,1
672,5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145.0,1,0,0,1,Sales staff,2,0,27.0,Medium,1
673,5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15039.0,1,0,1,0,Private service staff,2,0,41.0,Medium,1
674,5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-20858.0,1,0,0,0,Laborers,2,0,57.0,Medium,1
675,5036187,F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20661.0,1,0,1,0,Others,3,0,56.0,Medium,0
676,5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13556.0,1,0,0,0,Managers,2,0,37.0,Medium,1
677,5067444,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22880.0,1,0,0,0,Others,2,0,62.0,Medium,0
678,5088805,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13718.0,1,1,1,0,High skill tech staff,2,0,37.0,Medium,1
679,5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15027.0,1,0,1,0,Sales staff,1,0,41.0,Medium,1
680,5045113,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126.0,1,0,0,0,Others,1,0,57.0,Medium,0
681,5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13233.0,1,0,0,0,Others,3,0,36.0,Medium,1
682,5137385,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23272.0,1,0,1,0,Others,2,0,63.0,Medium,0
683,5066832,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-21739.0,1,0,0,0,Others,2,0,59.0,Medium,0
684,5041520,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,-16169.0,1,1,1,0,Others,1,0,44.0,Medium,1
685,5023092,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-16868.0,1,0,0,0,Laborers,1,0,46.0,Medium,1
686,5079016,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,-9889.0,1,0,0,0,Managers,4,0,27.0,High,1
687,5035682,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16505.0,1,0,0,0,Laborers,2,0,45.0,Medium,1
688,5139761,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-23711.0,1,0,0,0,Laborers,2,0,64.0,Medium,1
690,5033906,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18351.0,1,0,0,0,Others,2,0,50.0,Low,0
691,5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14023.0,1,1,0,0,Laborers,2,0,38.0,Medium,1
692,5091824,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638.0,1,0,0,0,Laborers,1,0,40.0,Medium,1
693,5132569,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934.0,1,0,1,0,Sales staff,3,0,40.0,Medium,1
694,5021490,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10682.0,1,0,1,0,Sales staff,1,0,29.0,Medium,1
695,5035859,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185.0,1,0,0,0,Accountants,1,0,58.0,Medium,1
696,5022025,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952.0,1,0,0,0,Others,1,0,27.0,Medium,1
697,5116613,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11808.0,1,0,0,0,Others,2,0,32.0,Medium,1
698,5115884,F,N,Y,0,54000.0,Pensioner,Higher education,Married,House / apartment,-24507.0,1,0,0,0,Others,2,0,67.0,Low,0
699,5010303,F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20233.0,1,1,1,0,Others,2,0,55.0,Medium,1
700,5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-15481.0,1,0,0,0,Private service staff,3,0,42.0,Medium,1
701,5046398,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24216.0,1,0,0,0,Others,1,0,66.0,Medium,0
702,5125585,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22571.0,1,0,1,0,Others,2,0,61.0,Medium,0
703,5113302,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,-15670.0,1,0,0,0,Cooking staff,3,0,42.0,Medium,1
704,5139321,F,N,Y,0,121500.0,Pensioner,Higher education,Widow,House / apartment,-24231.0,1,0,0,0,Others,1,0,66.0,Medium,0
705,5053918,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-14438.0,1,0,0,0,Managers,2,0,39.0,Medium,1
706,5067102,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-16761.0,1,0,0,0,Sales staff,1,0,45.0,Medium,1
707,5022118,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19686.0,1,0,0,0,Laborers,2,0,53.0,Medium,1
708,5022954,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18293.0,1,1,0,0,Others,2,0,50.0,Medium,1
709,5047667,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8710.0,1,0,0,0,Others,2,0,23.0,Low,1
710,5091718,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14116.0,1,0,0,0,Medicine staff,2,0,38.0,Low,1
711,5009586,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-14374.0,1,0,1,0,Sales staff,1,0,39.0,Low,1
712,5097170,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570.0,1,0,0,0,Drivers,2,0,26.0,Medium,1
713,5022015,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952.0,1,0,0,0,Others,1,0,27.0,Medium,1
714,5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972.0,1,0,0,1,Core staff,3,0,24.0,Medium,1
715,5028726,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483.0,1,0,0,0,Managers,2,0,34.0,Medium,1
716,5033831,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-19322.0,1,1,1,0,Laborers,2,0,52.0,Medium,1
717,5046086,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21030.0,1,0,0,0,Others,2,0,57.0,Low,1
718,5135946,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-15222.0,1,0,1,0,Laborers,1,0,41.0,Medium,1
719,5149592,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-12289.0,1,0,1,0,Core staff,2,0,33.0,Medium,1
721,5009845,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15901.0,1,1,0,0,Security staff,2,0,43.0,Medium,1
722,5117716,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16675.0,1,1,1,0,Drivers,2,0,45.0,Medium,1
723,5096169,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19601.0,1,0,0,0,High skill tech staff,2,0,53.0,Medium,1
724,5139823,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-15997.0,1,1,1,0,Laborers,2,0,43.0,Medium,1
725,5067542,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21180.0,1,0,0,0,Others,2,0,58.0,Medium,1
726,5090871,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14172.0,1,0,0,0,Medicine staff,4,0,38.0,Medium,1
727,5033729,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12019.0,1,1,1,0,Laborers,2,0,32.0,Low,1
728,5037212,M,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,-12678.0,1,0,0,0,High skill tech staff,2,0,34.0,Medium,1
729,5116319,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14212.0,1,0,0,0,Laborers,4,0,38.0,Medium,1
730,5146318,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14760.0,1,0,0,0,Others,1,0,40.0,Medium,1
731,5042082,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-19495.0,1,0,1,0,Accountants,2,0,53.0,Medium,1
732,5091416,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16202.0,1,1,1,0,Managers,2,0,44.0,Medium,1
733,5041675,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525.0,1,0,0,0,Managers,3,0,31.0,Medium,1
734,5048425,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19881.0,1,0,1,0,Accountants,1,0,54.0,Medium,1
735,5145965,F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,-15436.0,1,0,0,0,Sales staff,4,0,42.0,Medium,1
